"symbol","exchange","shortname"
"WALD","NCM","Waldencast plc"
"PSAGU","NCM","Property Solutions Acquisition "
"NBSTU","OEM","Newbury Street Acquisition Corp"
"OCAXU","PNK","OCA Acquisition Corp."
"BKBLF","PNK","MAGNETIC NORTH ACQUISITION CORP"
"BGPPF","OEM","CRAFT 1861 GLOBAL HOLDINGS INC"
"AFQ",NULL,"** SEE<AFQ-CL>"
"CAR","NMS","Avis Budget Group, Inc."
"ARR","NYQ","ARMOUR Residential REIT, Inc."
"AMCR","NYQ","Amcor plc"
"VCR","PCX","Vanguard Consumer Discretion ET"
"AER","NYQ","AerCap Holdings N.V."
"AWR","NYQ","American States Water Company"
"AMR","NYQ","Alpha Metallurgical Resources, "
"CR","NYQ","Crane Company"
"CANG","NYQ",NULL
"CFG","NYQ",NULL
"AOR","PCX","iShares Core 60/40 Balanced All"
"ATR","NYQ","AptarGroup, Inc."
"ASR","NYQ","Grupo Aeroportuario del Sureste"
"ACUR","OEM","ACURA PHARMACEUTICALS INC"
"MCR","NYQ","MFS Charter Income Trust"
"CIG","NYQ",NULL
"CARG","NMS",NULL
"CAGR","OEM",NULL
"IXG","PCX",NULL
"AXR","NYQ","AMREP Corporation"
"ACR-PC","NYQ","ACRES Commercial Realty Corp. 8"
"XVOL","BTS","Acruence Active Hedge U.S. Equi"
"ACR-PD","NYQ","ACRES Commercial Realty Corp. 7"
"CAGU","OEM",NULL
"CAVG","PNK",NULL
"CHAG","OEM",NULL
"SMHB","PCX",NULL
"LCR","PCX","Managed Portfolio Series Leutho"
"CCS","NYQ","Century Communities, Inc."
"BCS","NYQ","Barclays PLC"
"AMS","ASE","American Shared Hospital Servic"
"AES","NYQ","The AES Corporation"
"CATG","PNK",NULL
"MCS","NYQ","Marcus Corporation (The)"
"AOS","NYQ","A.O. Smith Corporation"
"AGS","NYQ","PlayAGS, Inc."
"SCS","NYQ","Steelcase Inc."
"AXS","NYQ","Axis Capital Holdings Limited"
"CWH","NYQ",NULL
"ARCS","OEM","ARCIS RESOURCES CORP"
"YCS","PCX","ProShares UltraShort Yen New"
"ACUS","OEM","ACUSPHERE INC"
"ACSAF","PNK","ACS Actividades De Construccion"
"AACS","OEM","AMERICAN COMMERCE SOLUTIONS INC"
"CYH","NYQ",NULL
"CRH","NYQ",NULL
"ACSAY","PNK","ACS Actividades De Construccion"
"AHT","NYQ","Ashford Hospitality Trust Inc"
"CAT","NYQ","Caterpillar, Inc."
"ATNM","ASE","Actinium Pharmaceuticals, Inc. "
"AMT","NYQ","American Tower Corporation (REI"
"CLH","NYQ",NULL
"ALT","NGM","Altimmune, Inc."
"ADT","NYQ","ADT Inc."
"PCT","NCM","PureCycle Technologies, Inc."
"ARCT","NGM","Arcturus Therapeutics Holdings "
"APT","ASE","Alpha Pro Tech, Ltd."
"FMAG","BTS",NULL
"CNET","NCM","ZW Data Action Technologies Inc"
"ADCT","NYQ","ADC Therapeutics SA"
"REIT","NGM","ALPS Active REIT ETF"
"AVT","NMS","Avnet, Inc."
"GIL","NYQ","Gildan Activewear, Inc."
"CHH","NYQ",NULL
"CATH","NGM",NULL
"CXH","NYQ",NULL
"PNQI","NGM",NULL
"AIT","NYQ","Applied Industrial Technologies"
"BOND","NYQ","PIMCO Active Bond Exchange-Trad"
"GSLC","PCX","Goldman Sachs ActiveBeta U.S. L"
"AHFD","OEM","Active Health Foods, Inc."
"GEM","PCX","Goldman Sachs ActiveBeta Emergi"
"KE","NMS","Kimball Electronics, Inc."
"CAHI","OEM",NULL
"FCT","NYQ","First Trust Senior Floating Rat"
"TACT","NGM","TransAct Technologies Incorpora"
"ACTX","OEM","ADVANCED CONTAINER TECHNOLOGIES"
"PSR","PCX","Invesco Active U.S. Real Estate"
"AGT","BTS","iShares MSCI Argentina and Glob"
"CNI","NYQ",NULL
"CVI","NYQ",NULL
"CRI","NYQ",NULL
"SIG","NYQ",NULL
"GSIE","PCX","Goldman Sachs ActiveBeta Intern"
"ACTV","PCX","LeaderShares Activist Leaders E"
"LDUR","PCX","PIMCO Enhanced Low Duration Act"
"AMCT","OEM","AMERICAN EDUCATION CENTER INC"
"PHYL","PCX","PGIM Active High Yield Bond ETF"
"GSSC","PCX","GS ActiveBeta U.S. Small Cap Eq"
"CHI","NGM",NULL
"CRAI","NMS",NULL
"NIFE","PCX",NULL
"YLD","PCX","Principal Active High Yield ETF"
"GSEU","PCX","Goldman Sachs ActiveBeta Europe"
"FBASF","PNK","Deutsche Bank Mexico SA Real Es"
"FBBPF","PNK","FIBRA PROLOGIS REIT CTFS"
"GSJY","PCX","Goldman Sachs ActiveBeta Japan "
"CAIXY","PNK",NULL
"CPI","PCX",NULL
"CWAI","BTS",NULL
"CPAI","NYQ",NULL
"CNK","NYQ",NULL
"AFMC","PCX","First Trust Active Factor Mid C"
"SMCP","NGM","AlphaMark Actively Managed Smal"
"AFLG","PCX","First Trust Active Factor Large"
"SMMU","PCX","Short Term Municipal Bond Activ"
"AECFF","OEM","ACTION ENERGY INC"
"AFIB","PNK","Acutus Medical Inc."
"CUK","NYQ",NULL
"GOLF","NYQ","Acushnet Holdings Corp."
"CCU","NYQ","Compania Cervecerias Unidas, S."
"AMU","PCX","ETRACS Alerian MLP Index ETN"
"AIV","NYQ","Apartment Investment and Manage"
"NCV","NYQ","AllianzGI Convertible & Income "
"ALV","NYQ","Autoliv, Inc."
"ADV","NMS","Advantage Solutions Inc."
"GCV","NYQ","Gabelli Convertible and Income "
"ACWV","BTS","iShares MSCI Global Min Vol Fac"
"BCV","NYQ","12944"
"CRK","NYQ",NULL
"CWK","NYQ",NULL
"CPK","NYQ",NULL
"CRAK","PCX",NULL
"PACV","OEM","Pacific Ventures Group Inc."
"VCV","NYQ","Invesco California Value Munici"
"ATCV","OEM","ATC VENTURE GROUP INC"
"ADCV","PNK","AD CAPITAL US INC"
"YLLXF","OQX",NULL
"QYLD","NGM",NULL
"CLMT","NMS",NULL
"CALM","NMS",NULL
"PDBC","NGM",NULL
"ARW","NYQ","Arrow Electronics, Inc."
"CW","NYQ","Curtiss-Wright Corporation"
"ACWX","NGM","iShares MSCI ACWI ex U.S. ETF"
"CWI","PCX","SPDR MSCI ACWI ex-US ETF"
"CRBN","PCX","iShares MSCI ACWI Low Carbon Ta"
"LOWC","PCX","SPDR MSCI ACWI Low Carbon Targe"
"CALX","NYQ",NULL
"SDY","PCX",NULL
"FCX","NYQ","Freeport-McMoRan, Inc."
"CX","NYQ","Cemex, S.A.B. de C.V. Sponsored"
"ASX","NYQ","ASE Technology Holding Co., Ltd"
"AMCX","NMS","AMC Networks Inc."
"OCX","NCM","OncoCyte Corporation"
"CRL","NYQ",NULL
"CAPL","NYQ",NULL
"AMX","NYQ","America Movil, S.A.B. de C.V."
"BCX","NYQ","BlackRock Resources  of Benefic"
"AWX","ASE","Avalon Holdings Corporation"
"AGX","NYQ","Argan, Inc."
"HE","NYQ","Hawaiian Electric Industries, I"
"CMCL","ASE",NULL
"KBWD","NGM",NULL
"ALX","NYQ","Alexander's, Inc."
"ADX","NYQ","Adams Diversified Equity Fund I"
"TCX","NCM","Tucows Inc."
"APCX","NCM","AppTech Payments Corp."
"MCX","NYQ","Medley Capital Corporation 6.50"
"IAE","NYQ","Voya Asia Pacific High Dividend"
"ANY","NCM","Sphere 3D Corp."
"AVY","NYQ","Avery Dennison Corporation"
"MCY","NYQ","Mercury General Corporation"
"PCY","PCX","Invesco Emerging Markets Sovere"
"ARY",NULL,"** SEE<ARY-CL>"
"AIZ","NYQ","Assurant, Inc."
"CRGP","OEM",NULL
"QYLG","NGM",NULL
"VYMI","NGM",NULL
"NCZ","NYQ","AllianzGI Convertible & Income "
"AZZ","NYQ","AZZ Inc."
"SCZ","NGM","iShares MSCI EAFE Small-Cap ETF"
"AGZ","PCX","iShares  Agency Bond ETF"
"CCZ","NYQ","Comcast Holdings ZONES"
"AGCZ","OEM","Andes Gold Corp."
"AADR","NGM","AdvisorShares Dorsey Wright"
"HD","NYQ","Home Depot, Inc. (The)"
"JD","NMS","JD.com, Inc."
"ADBE","NMS","Adobe Inc."
"ADXS","OEM","Ayala Pharmaceuticals, Inc."
"CVGW","NMS",NULL
"CHY","NGM",NULL
"PD","NYQ","PagerDuty, Inc."
"D","NYQ","Dominion Energy, Inc."
"QD","NYQ","Qudian Inc."
"DD","NYQ","DuPont de Nemours, Inc."
"GD","NYQ","General Dynamics Corporation"
"RIV","NYQ",NULL
"ED","NYQ","Consolidated Edison, Inc."
"ADMA","NGM","ADMA Biologics Inc"
"MSOS","PCX","AdvisorShares Trust AdvisorShar"
"ADVM","NCM","Adverum Biotechnologies, Inc."
"TD","NYQ","Toronto Dominion Bank (The)"
"CWT","NYQ",NULL
"CHW","NGM",NULL
"FDVV","PCX",NULL
"SIGL","PNK","Signal Advance, Inc."
"YOLO","PCX","AdvisorShares Pure Cannabis ETF"
"LAD","NYQ","Lithia Motors, Inc."
"ADAP","NMS","Adaptimmune Therapeutics plc"
"E","NYQ","ENI S.p.A."
"XYLG","PCX",NULL
"CPZ","NGM",NULL
"ADNT","NYQ","Adient plc"
"SD","NYQ","SandRidge Energy, Inc."
"ADPT","NMS","Adaptive Biotechnologies Corpor"
"ADTX","NCM","Aditxt, Inc."
"XAR","PCX","SPDR S&P Aerospace & Defense ET"
"CLLXF","OQX",NULL
"CGO","NGM",NULL
"ADIL","NCM","Adial Pharmaceuticals, Inc"
"ADYEY","PNK","Adyen N.V."
"ADDYY","OQX","adidas AG"
"OTGLY","PNK","CD Projekt SA"
"AGRO","NYQ","Adecoagro S.A."
"IGRO","BTS",NULL
"WMS","NYQ","Advanced Drainage Systems, Inc."
"PROSY","PNK","Prosus NV"
"WD","NYQ","Walker & Dunlop, Inc"
"AEIS","NMS","Advanced Energy Industries, Inc"
"UAE","NGM","iShares MSCI UAE ETF"
"DNLI","NMS",NULL
"RYAM","NYQ","Rayonier Advanced Materials Inc"
"ASIX","NYQ","AdvanSix Inc."
"ADGO","OEM","ADVANTEGO CORPORATION"
"AAVVF","PNK","Advantage Energy Ltd."
"AIABF","OEM","CAPITAL A BHD"
"TDVG","PCX",NULL
"ADTN","NMS","ADTRAN Holdings, Inc."
"LAMR","NMS","Lamar Advertising Company"
"MD","NYQ","Pediatrix Medical Group, Inc."
"EAD","ASE","238549"
"NKX","NYQ",NULL
"LCDX","OEM",NULL
"CXBMF","OQX",NULL
"CEV","NYQ",NULL
"AVLNF","OQB","Avalon Advanced Materials Inc."
"ADMQ","OQB","ADM Endeavors Inc."
"RKUNY","PNK","Rakuten Group Inc."
"ADUS","NMS","Addus HomeCare Corporation"
"KNOS","PNK","Kronos Advanced Technologies, I"
"CDL","NGM",NULL
"LEAD","BTS",NULL
"HNNA","NGM","Hennessy Advisors, Inc."
"NAD","NYQ","Nuveen Quality Municipal Income"
"BEDZ","PCX","AdvisorShares Hotel ETF"
"GERM","PCX","Amplify ETF Trust Amplify Treat"
"ATGE","NYQ","Adtalem Global Education Inc."
"CLBEY","PNK",NULL
"CANL","OEM",NULL
"THNPY","PNK","Technip Energies NV"
"MHGVY","PNK","Mowi ASA"
"TMVWY","PNK","TeamViewer SE"
"ADNWW","NCM","Advent Technologies Holdings, I"
"BWEL","PNK","Boswell (J.G.) Co."
"ADDDF","OQX","adidas AG"
"ADYYF","PNK","Adyen N.V."
"EATZ","PCX","AdvisorShares Restaurant ETF"
"ADAG","NGM","Adagene Inc."
"TIIAY","PNK","Telecom Italia S.p.A."
"NXC","NYQ",NULL
"SCE-PJ","NYQ",NULL
"CDVIQ","OEM",NULL
"ADXN","NCM","Addex Therapeutics Ltd"
"TSCDY","PNK","Tesco PLC"
"ATCLF","PNK","AdvanceTC Limited"
"GMVHY","PNK","ENTAIN PLC"
"MCARY","PNK","Mercari Inc."
"CFWFF","PNK",NULL
"SOCGP","OQB",NULL
"ADCOF","OQX","ADCORE INC"
"VICE","PCX","AdvisorShares Trust AdvisorShar"
"ALIZY","PNK","Allianz SE"
"YAHOY","PNK","LY Corporation"
"DCAC","OEM","DANIELS CORPORATE ADVISORY CO I"
"CLKTF","OEM",NULL
"FCAL","NGM",NULL
"SCE-PK","NYQ",NULL
"ADMLF","OQX","Adriatic Metals PLC"
"SMNEY","PNK","Siemens Energy AG"
"DWSH","NGM","AdvisorShares Dorsey Wright Sho"
"NCLTY","PNK","Nitori Holdings Co., Ltd."
"HELX","BTS","Franklin Genomic Advancements E"
"KBA","PCX","KraneShares Bosera MSCI China A"
"GFASY","PNK","Gafisa S.A."
"CDTI","PNK","CDTI Advanced Materials, Inc."
"ATEYY","PNK","Advantest Corp."
"HCMLY","PNK","HOLCIM LTD"
"ATRX","OEM","Adhera Therapeutics Inc."
"DCLT","PNK",NULL
"CIL","NGM",NULL
"EUDG","PCX",NULL
"ADMT","OQB","ADM Tronics Unlimited, Inc."
"CWS","PCX","AdvisorShares Focused Equity ET"
"HADV","PNK","Health Advance Inc"
"NLLSY","PNK","Nel ASA"
"AOXY","PNK","Advanced Oxygen Technologies, I"
"CALRF","PNK",NULL
"CAOX","OEM",NULL
"CANOF","PNK",NULL
"CFPI","OEM",NULL
"PGUCY","PNK","Prosegur Cash"
"MMDDF","PNK","Mirriad Advertising plc"
"IAALF","OQB","IBC Advanced Alloys Corp."
"MTHRY","PNK","M3, Inc."
"ADYX","OEM","ADYNXX INC"
"CWLPF","OQX",NULL
"CZNB","OEM",NULL
"GOCH","PNK",NULL
"ADVT","OEM","ADVANTIS CORPORATION"
"ADKT","OEM","ADIRONDACK TRUST"
"JSTC","PCX","Adasina Social Justice All Cap "
"ASEKY","PNK","Aisin Corporation"
"COGNY","PNK","COGNA EDUCACAO S A"
"CLNFF","PNK",NULL
"CRM","NYQ",NULL
"CVM","ASE",NULL
"SLMNP","OEM","LYONDELLBASELL ADVANCED POLYMER"
"SOBKY","PNK","Softbank Corp."
"AGOX","PCX","Adaptive Alpha Opportunities ET"
"QPX","PCX","AdvisorShares Q Dynamic Growth "
"EMXF","NGM","iShares ESG Advanced MSCI EM ET"
"DWAW","NGM","AdvisorShares Dorsey Wright FSM"
"CIM","NYQ",NULL
"CMBM","NGM",NULL
"CPT","NYQ",NULL
"MCHOY","PNK","MultiChoice Group Limited"
"SVAD","PNK","SILVERTON ADVENTURES INC"
"CLPBY","PNK","Coloplast AS"
"TIAIY","PNK","Telecom Italia S.p.A."
"MINC","PCX","AdvisorShares Newfleet Multi-se"
"SYLD","BTS",NULL
"TOKE","BTS",NULL
"TAIL","BTS",NULL
"EYLD","BTS",NULL
"GVAL","BTS",NULL
"FYLD","BTS",NULL
"FAD","NGM","First Trust Multi Cap Growth Al"
"AHEXY","PNK","Adecco Group AG"
"DMXF","NGM","iShares ESG Advanced MSCI EAFE "
"ABMT","OEM","ADVANCED BIOMEDICAL TECHNOLOGIE"
"ONOF","PCX","Global X Adaptive U.S. Risk Man"
"MRAD","PCX","SmartETFs Advertising & Marketi"
"TRTY","BTS",NULL
"HYXF","NGM","iShares ESG Advanced High Yield"
"SENT","PCX","AdvisorShares Alpha DNA Equity "
"DWMC","NGM","AdvisorShares Dorsey Wright Sma"
"AELTF","OEM","ADACEL TECHNOLOGIES"
"ECORF","PNK","Elcora Advanced Materials Corp."
"LD","PCX","iPath Bloomberg Lead Subindex T"
"SALRY","PNK","Salmar ASA"
"AMIGY","PNK","Admiral Group Plc."
"UPMMY","PNK","UPM-Kymmene Corp."
"PLTL","BTS","Principal U.S. Small-Cap Adapti"
"AUSF","PCX","Global X Funds Global X Adaptiv"
"CBLRF","OEM",NULL
"CGAM","OEM",NULL
"GMOM","BTS",NULL
"BLDG","BTS",NULL
"ADVWW","NMS","Advantage Solutions Inc."
"DBLV","PCX","AdvisorShares DoubleLine Value "
"WILYY","PNK","Demant AS"
"MGLUY","PNK","MAGAZINE LUIZA SA"
"VEGA","PCX","AdvisorShares STAR Global Buy-W"
"TPHD","PCX",NULL
"NPACY","PNK","Quadient SA"
"DDNFF","PNK","ADAMERA MINERALS CORP"
"RTAI","BTS","Rareview Tax Advantaged Income "
"PXUS","BTS","Principal International Adaptiv"
"DEFA","BTS","iShares Adaptive Currency Hedge"
"ASPN","NYQ","Aspen Aerogels, Inc."
"DHCNI","NMS",NULL
"ADTLF","PNK","Adriatic Metals PLC"
"ANYYY","PNK","Aena SME S.A."
"MNTHY","PNK","Minth Group, Ltd."
"INPOY","PNK","InPost S A"
"DWEQ","NGM","AdvisorShares Dorsey Wright Alp"
"DVDCF","PNK",NULL
"FAIL","BTS",NULL
"CAMZF","PNK",NULL
"EUSB","PCX","iShares ESG Advanced Total USD "
"AATV","PNK","Adaptive Ad Systems, Inc."
"KNRRY","PNK","Knorr-Bremse"
"ADIA","PNK","Adia Nutrition, Inc."
"HELFY","PNK","Hellofresh SE"
"DELHY","PNK","Delivery Hero AG NA"
"SRTTY","PNK","Zozo Inc."
"ADOOY","PNK","PT ALAMTRI RES INDONESIA TBK"
"QPT","PCX","AdvisorShares Q Portfolio Blend"
"BNTGY","PNK","Brenntag SE"
"BAJFF","OEM",NULL
"CCHI","OEM",NULL
"CHAM","OEM",NULL
"JPIN","PCX",NULL
"EVKIY","PNK","Evonik Industries AG"
"FRTAY","PNK","FREENET AG UNSPON ADR EA REPR 0"
"AENG","OEM","ADVANCED ENGINE TECHNOLOGIES"
"DWUS","NGM","AdvisorShares Dorsey Wright FSM"
"ADMG","OEM","ADAMANT DRI PROCESSING & MINLS "
"GOEV","NCM",NULL
"TCNNF","OQX",NULL
"VWID","BTS",NULL
"FLGZY","PNK","Flughafen Zuerich AG"
"TOMYY","PNK","Tomy Co., Ltd."
"BKGFY","PNK","Berkeley Group Holdings Plc."
"FWDB","PCX","AdvisorShares FolioBeyond Smart"
"AOLS","OEM","AEOLUS PHARMACEUTICALS INC"
"CNTTQ","OEM",NULL
"APWL","OEM","ADVANCED POWELINE TECHNOLOGIES "
"ANTGF","OEM","ADVANTAGEWON OIL CORP"
"AVIFY","PNK","Advanced Info Service Public Co"
"CFEIY","PNK","China Feihe Limited"
"DFKCY","PNK","Daifuku Co., Ltd."
"XDIV","PCX",NULL
"TETAA","OQX","Teton Advisors Inc."
"MSADY","PNK","MS&AD Insurance Group Holdings,"
"CTXAY","PNK","Ampol Ltd."
"AMIGF","PNK","Admiral Group Plc."
"CSIQ","NMS",NULL
"PYR","NCM",NULL
"CNQ","NYQ",NULL
"THCX","PCX",NULL
"JGHHY","PNK","JUNGHEINRICH UNSP ADR EACH REP "
"NRXXY","PNK","NORDEX SE UNSP ADR EACH REP 0.5"
"JALC","OEM","Adams (JOHN) Life Corp."
"ELLRY","PNK","Elringklinger Ag"
"IMPJY","OEM","Webuild SpA"
"CNNC","OEM",NULL
"TCCPY","PNK","Technopro Holdings Inc."
"MSSMY","PNK","Misumi Group, Inc."
"APTCF","OEM","ADVANCED PROTEOME THERAPEUTICS "
"MSADF","PNK","MS&AD INS GP HLDGS"
"GE","NYQ","GE Aerospace"
"BLOZF","PNK",NULL
"SE","NYQ","Sea Limited"
"DE","NYQ","Deere & Company"
"BE","NYQ","Bloom Energy Corporation"
"AEVA","NMS","Aeva Technologies, Inc."
"UAVS","ASE","AgEagle Aerial Systems, Inc."
"GOOS","NYQ",NULL
"CANN","OQB",NULL
"TAKOF","OQX",NULL
"AMTX","NGM","Aemetis, Inc"
"SPR","NYQ","Spirit Aerosystems Holdings, In"
"FE","NYQ","FirstEnergy Corp."
"AEMD","NCM","Aethlon Medical, Inc."
"LE","NCM","Lands' End, Inc."
"SCDL","PCX",NULL
"DFEN","PCX","Direxion Daily Aerospace & Defe"
"HAE","NYQ","Haemonetics Corporation"
"HWM","NYQ","Howmet Aerospace Inc."
"AEHR","NCM","Aehr Test Systems"
"AVAV","NMS","AeroVironment, Inc."
"CNNE","NYQ",NULL
"SRUTF","OEM",NULL
"RODE","BTS",NULL
"AQSZF","PNK","Aequus Pharmaceuticals Inc."
"UITA","OEM","Utilicraft Aerospace Industries"
"PSSR","OEM","PASSUR AEROSPACE INC"
"AERN","OEM","AER ENERGY RESOURCES INC"
"AERS","PNK","Aerius"
"CBDS","OQB",NULL
"CVEO","NYQ",NULL
"JPUS","PCX",NULL
"AEDFF","PNK","Aedifica Sicafi, Bruxelles"
"AFML","OEM","AEROFOAM METALS INC"
"AEFC","NYQ","Aegon Funding Company LLC 5.10%"
"HWM-P","ASE","Howmet Aerospace Inc. $3.75 Pre"
"MTUAY","PNK","MTU Aero Engines AG"
"ARRPY","PNK","Aeroports de Paris SA"
"LOPE","NMS",NULL
"CNTMF","OQB",NULL
"CTLP","NMS",NULL
"SCNA","PNK",NULL
"MALJF","PNK","Magellan Aerospace Corporation"
"CASG","OEM","CANADIAN AEROSPACE"
"AEGOF","PNK","AEGON LIMITED"
"EPEO","OEM","E PRIME AEROSPACE CORP"
"AEOXF","PNK","AEROPORTS DE PARIS"
"EWC","PCX",NULL
"IMCC","NCM",NULL
"FXC","PCX",NULL
"DDIV","NGM",NULL
"MTUAF","PNK","MTU Aero Engines AG"
"AONNY","PNK","Aeon Co. Ltd."
"AEGXF","PNK","Aecon Group Inc."
"ANNSF","PNK","Aena SME S.A."
"AONNF","PNK","AEON CO LTD"
"AIRI","ASE","Air Industries Group"
"F","NYQ","Ford Motor Company"
"RECAF","OQX","Reconnaissance Energy Africa Lt"
"AFRM","NMS","Affirm Holdings, Inc."
"RF","NYQ","Regions Financial Corporation"
"AFMD","NGM","Affimed N.V."
"NUGS","OEM",NULL
"JPSE","PCX",NULL
"FF","NYQ","FutureFuel Corp."
"EAF","NYQ","GrafTech International Ltd."
"FAF","NYQ","First American Corporation (New"
"SF","NYQ","Stifel Financial Corporation"
"NSA","NYQ","National Storage Affiliates Tru"
"CNBX","PNK",NULL
"EZA","PCX","iShares MSCI South Africa Index"
"AFYA","NMS","Afya Limited"
"AAGFF","OQX","Aftermath Silver Ltd."
"AFTM","OEM","AFTERMASTER INC"
"WF","NYQ","Woori Financial Group Inc."
"IAF","NYQ","61617"
"ABVG","OEM","AFFINITY BEVERAGE GROUP INC"
"KF","NYQ","Korea Fund, Inc. (The) New"
"GF","NYQ","New Germany Fund, Inc. (The)"
"AFFY","OEM","AFFYMAX INC"
"CSAN","NYQ",NULL
"AFGYF","PNK","AFC Energy Plc."
"AOIFF","PNK","Africa Oil Corp."
"AFFU","PNK","Affluence Corp."
"MGR","NYQ","Affiliated Managers Group, Inc."
"RSSFF","PNK","Affinor Growers, Inc."
"CLCFF","OQB",NULL
"CNIKF","OQX",NULL
"CYAN","OQB",NULL
"CFPZF","PNK",NULL
"AFBI","NCM","Affinity Bancshares, Inc."
"WFRSF","PNK","West African Resources Ltd."
"CWAFF","PNK","CHINA WATER AFFAIR GROUP LTD"
"FLZA","PCX","Franklin FTSE South Africa ETF"
"FTFY","OEM","FIT AFTER FIFTY INC"
"DCNNF","PNK",NULL
"CPHC","NGM",NULL
"CBGL","PNK",NULL
"FLQD","PCX",NULL
"RAFI","PNK","Regency Affiliates, Inc."
"ARIZF","PNK","AFFINITY METALS CORP"
"HPMCF","PNK","Africa Energy Corp."
"SAF","NYQ","Saratoga Investment Corp 6.25% "
"STLXF","PNK","STELLAR AFRICAGOLD INC"
"REFG","OEM",NULL
"MJO","PCX",NULL
"GCAN","PNK",NULL
"DBCCF","OQB",NULL
"AFDG","PNK","African Discovery Group Inc."
"AFYG","OEM","AFFINITY GOLD CORP"
"WLDR","BTS","Affinity World Leaders Equity E"
"MGRB","NYQ","Affiliated Managers Group, Inc."
"NSA-PA","NYQ","National Storage Affiliates Tru"
"AIMD","NCM","Ainos, Inc."
"STGAF","PNK","AFENTRA PLC"
"PAFRF","OQX","PAN AFRICAN RESOURCES"
"AFFN","OEM","AFFINITY NETWORKS INC"
"AFFL","PNK","Affiliated Resources Corp."
"CPMD","PNK",NULL
"CCWOF","OQB",NULL
"JPME","PCX",NULL
"RLFTF","OQB","RELIEF THERAPEUTICS HLDG AG"
"JMIA","NYQ","Jumia Technologies AG"
"PG","NYQ","Procter & Gamble Company (The)"
"AGEN","NCM","Agenus Inc."
"PWCDF","PNK",NULL
"CAJFF","PNK",NULL
"FIORF","OEM",NULL
"JPEM","PCX",NULL
"CRSP","NGM","CRISPR Therapeutics AG"
"AGNC","NMS","AGNC Investment Corp."
"VWAGY","PNK","Volkswagen AG"
"DG","NYQ","Dollar General Corporation"
"IAG","NYQ","Iamgold Corporation"
"FDLO","PCX",NULL
"NVS","NYQ","Novartis AG"
"ZG","NMS","Zillow Group, Inc."
"BG","NYQ","Bunge Limited"
"REML","PCX","Credit Suisse AG Credit Suisse "
"UBS","NYQ","UBS Group AG Registered"
"CHN","NYQ",NULL
"IGPK","PNK",NULL
"CVVUF","OQX",NULL
"MITT","NYQ","AG Mortgage Investment Trust, I"
"RHHBY","OQX","Roche Holding Ltd"
"DBA","PCX","Invesco DB Agriculture Fund"
"BAYRY","PNK","Bayer A.G."
"VG","NYQ","Venture Global, Inc."
"CNGT","OEM",NULL
"DLTNF","OEM",NULL
"PAG","NYQ","Penske Automotive Group, Inc."
"AGFAF","PNK","Digicann Ventures Inc."
"MAG","ASE","MAG Silver Corporation"
"VWAPY","PNK","Volkswagen AG"
"AGFY","NCM","Agrify Corporation"
"ENDTF","PNK",NULL
"SIEGY","PNK","Siemens AG"
"NG","ASE","Novagold Resources Inc."
"JG","NCM","Aurora Mobile Limited"
"IFNNY","OQX","Infineon Technologies AG"
"AGIO","NMS","Agios Pharmaceuticals, Inc."
"CNND","OEM",NULL
"MOO","PCX","VanEck Agribusiness ETF"
"DTEGY","OQX","Deutsche Telekom AG"
"RWNFF","PNK","RWE AG"
"SEED","NCM","Origin Agritech Limited"
"TG","NYQ","Tredegar Corporation"
"CCORF","PNK",NULL
"TRCNF","OEM",NULL
"DUFRY","PNK","AVOLTA AG"
"FMS","NYQ","Fresenius Medical Care AG"
"MG","NYQ","Mistras Group Inc"
"G","NYQ","Genpact Limited"
"VLKAF","PNK","Volkswagen AG"
"CNCR","NGM",NULL
"RAREF","PNK",NULL
"CBGI","OEM",NULL
"GREK","PCX",NULL
"UG","NGM","United-Guardian, Inc."
"SCHZ","PCX","Schwab US Aggregate Bond ETF"
"VEGI","PCX","iShares MSCI Agriculture Produc"
"AGYS","NMS","Agilysys, Inc."
"DLAKY","OQX","Deutsche Lufthansa AG"
"FI","NYQ","Fiserv, Inc."
"NMTLF","OQB","New Age Metals Inc."
"MYBUF","PNK","MEYER BURGER TECHNOLOGY AG CHF0"
"LZAGY","PNK","Lonza Group AG"
"AGNCP","NMS","AGNC Investment Corp. - Deposit"
"GARPF","PNK","Golden Agri-Resources"
"CSUI","PNK",NULL
"FVAL","PCX",NULL
"ZURVY","OQX","Zurich Insurance Group Ltd"
"LND","NYQ","Brasilagro Brazilian Agric Real"
"DDCCF","PNK","BRANICKS GROUP AG"
"SSREY","PNK","Swiss Re Ltd"
"TAGS","PCX","Teucrium Agricultural Fund ETV"
"CTTAY","PNK","Continental AG"
"IXN","PCX",NULL
"SPAB","PCX","SPDR Portfolio Aggregate Bond E"
"ACGBY","PNK","Agricultural Bank of China"
"JJA","PCX","iPathA Series B Bloomberg Agric"
"SMMNY","PNK","Siemens Healthineers AG"
"RWEOY","PNK","RWE AG"
"VLKPF","PNK","Volkswagen AG"
"DMLP","NMS",NULL
"SONVY","PNK","Sonova Holding AG"
"COVTY","PNK","Covestro AG"
"AGTK","OEM","AGRITEK HLDGS INC"
"BAYZF","PNK","Bayer A.G."
"HPGLY","PNK","Hapag-Llyod AG"
"TYEKF","PNK","ThyssenKrupp AG"
"MDLQ","NYQ",NULL
"AGNCO","NMS","AGNC Investment Corp. - Deposit"
"RHHVF","OQX","Roche Holding Ltd"
"AGESY","PNK","ageas SA/NV"
